filepath,label,attack_type,speaker_id,split
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3141223.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3167734.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3187715.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3215578.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3247389.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3346004.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3441957.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3561136.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3576775.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3580508.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3635733.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3636245.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3810183.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3849267.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3995089.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3999087.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3999267.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4053835.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4118798.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4155454.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4179989.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4197307.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4237787.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4239283.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4244329.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4339311.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4362109.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4428691.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4752788.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4756464.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4822766.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5096578.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5161420.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5191549.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5337549.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5387852.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5521272.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5761909.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5777819.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5785306.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5954195.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6058143.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6074694.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6105178.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6200206.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6214695.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6324553.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6335714.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6370865.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6405980.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6426017.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6492747.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6618587.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6630946.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6721654.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6736628.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6768659.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6960204.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7122854.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7123800.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7248140.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7288400.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7397041.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7677120.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7737943.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7744923.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8115679.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8145267.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8324598.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8449978.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8458654.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8507928.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8638376.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8682959.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9107429.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9152126.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9188299.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9258514.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9341221.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9431341.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9437384.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9456128.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9488159.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9515789.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9526930.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9534983.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9543922.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9596913.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9669914.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9701712.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9789409.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9803720.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9874922.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9897034.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9905136.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9907603.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9926593.flac,real,-,LA_0079,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1078395.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1257508.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1290428.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1373249.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1411980.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1455233.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1470659.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1511191.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1618831.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1625761.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1651877.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1702062.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1735385.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1795259.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1820456.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1909202.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2091969.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2335057.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2386039.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2407353.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2486958.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2610237.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2698001.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2737588.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2777160.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2801441.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2835258.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2848593.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2869730.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2992916.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3108269.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3121388.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3127213.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3315434.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3317496.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3387982.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3465801.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3505297.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3518487.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3555171.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3595333.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3626619.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3725354.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3772667.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3840528.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3877261.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4077869.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4104820.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4105004.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4111857.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4140258.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4176612.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4356490.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4369654.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4397800.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4584120.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4904277.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5052270.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5058278.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5064135.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5079307.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5100132.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5134869.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5180830.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5223695.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5250310.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5264471.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5266787.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5359998.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5399126.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5404480.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5774498.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5866595.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5891775.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5913109.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5994708.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6078217.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6093418.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6306026.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6328130.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6356279.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6462285.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6474082.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6631167.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6856715.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6957393.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7015765.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7020265.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7039518.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7090581.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7102200.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7201521.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7316655.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7402461.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7450091.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7483904.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7589094.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7797285.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7856471.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7905464.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7913619.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7939465.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7948400.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8035781.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8086364.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8227234.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8363647.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8421122.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8541274.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8647496.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8651042.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8665473.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8683526.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8721428.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8739453.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8853276.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8857843.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8936519.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8988036.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9102017.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9120168.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9242200.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9296432.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9392152.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9478659.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9628936.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9884044.flac,real,-,LA_0080,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1151332.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1213624.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1397401.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1441999.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1450124.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1459702.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1590800.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1670486.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1888223.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2070410.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2085766.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2189044.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2256140.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2305882.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2500033.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2634789.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2774875.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2802034.flac,real,-,LA_0081,train
dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2866777.flac,real,-,LA_0081,train
