t60,decay_slope,drr,filepath,label,split
0.8531250000000001,-59.26956422034627,-79.25811,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7288400.flac,real,train
1.9012499999999997,-29.8084700458302,-70.79163,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7397041.flac,real,train
4.763625,-11.75235676843121,-78.57014,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7677120.flac,real,train
2.5093125000000005,-20.6078523615779,-82.0243,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7737943.flac,real,train
4.505437499999999,-8.331953403039702,-75.315735,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7744923.flac,real,train
5.299312500000001,-7.556945899098157,-77.91487,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8115679.flac,real,train
6.184125,-7.961512955162924,-80.48497,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8145267.flac,real,train
4.82625,-6.859183299347069,-63.227917,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8324598.flac,real,train
4.2549375,-10.231966192328398,-80.95648,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8449978.flac,real,train
3.5469375000000003,-10.388498173153003,-79.360146,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8458654.flac,real,train
2.8575,-12.975093070587135,-78.06116,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8507928.flac,real,train
1.9546874999999997,-17.807730558695436,-80.8094,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8638376.flac,real,train
2.8430625,-20.95350797760029,-80.62094,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_8682959.flac,real,train
3.727125000000001,-10.347659930799836,-86.692474,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9107429.flac,real,train
2.8584374999999995,-17.441384587335964,-73.16264,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9152126.flac,real,train
4.88025,-7.718139619195143,-69.33354,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9188299.flac,real,train
2.43975,-22.547736785655285,-79.504715,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9258514.flac,real,train
2.974687499999999,-15.163386293676062,-78.083206,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9341221.flac,real,train
3.956999999999999,-11.587717953036782,-68.71258,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9431341.flac,real,train
5.355,-8.901466266570992,-82.936714,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9437384.flac,real,train
3.8446875,-13.415549139019635,-74.74648,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9456128.flac,real,train
3.950812500000001,-9.658904603470951,-86.3226,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9488159.flac,real,train
3.1831874999999994,-15.346333157940474,-74.965195,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9515789.flac,real,train
2.65425,-15.40781764010636,-77.01433,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9526930.flac,real,train
2.548499999999999,-17.108831425495943,-75.927635,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9534983.flac,real,train
2.1035625000000007,-19.38565484985861,-78.947655,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9543922.flac,real,train
4.849500000000001,-9.513227167461917,-83.25366,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9596913.flac,real,train
3.5319375000000006,-9.917543250858504,-75.57437,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9669914.flac,real,train
0.6701250000000003,-85.01574930134174,-74.13251,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9701712.flac,real,train
3.712125,-12.715345713273988,-66.18329,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9789409.flac,real,train
2.404125,-19.09230928873757,-76.72113,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9803720.flac,real,train
2.3503125000000007,-22.066564551680244,-71.761566,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9874922.flac,real,train
2.1483750000000006,-27.494476124252675,-84.67673,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9897034.flac,real,train
3.17625,-12.91477034091296,-67.87093,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9905136.flac,real,train
2.58375,-21.377910829040957,-71.867516,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9907603.flac,real,train
1.7465625000000002,-20.269771242716363,-75.83757,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_9926593.flac,real,train
0.8583749999999999,-49.16318612045697,-73.360306,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1078395.flac,real,train
2.435250000000001,-13.551139107789922,-73.55172,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1257508.flac,real,train
1.4844374999999996,-32.344565192249114,-62.112423,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1290428.flac,real,train
2.106750000000001,-23.568234933913622,-63.942112,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1373249.flac,real,train
1.2920624999999997,-25.2422207178629,-65.035194,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1411980.flac,real,train
2.2815,-10.947403981579589,-78.398476,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1455233.flac,real,train
2.3480625,-13.10617887726627,-68.19843,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1470659.flac,real,train
3.007875000000001,-10.778559730335536,-60.64261,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1511191.flac,real,train
2.098125,-27.66160056105752,-64.15415,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1618831.flac,real,train
2.1838125,-15.087107820884825,-67.19566,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1625761.flac,real,train
3.1018125,-13.747139309560117,-74.740265,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1651877.flac,real,train
1.5714375,-23.782121191855197,-67.722946,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1702062.flac,real,train
4.567875,-9.450363749085536,-68.381065,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1735385.flac,real,train
2.2738125000000005,-20.86310217969471,-75.47878,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1795259.flac,real,train
1.6719374999999996,-36.946137659424174,-74.852615,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1820456.flac,real,train
1.9213125,-23.02383847605897,-70.05354,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_1909202.flac,real,train
1.9353750000000003,-14.574759529438328,-65.72083,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2091969.flac,real,train
0.9545625000000002,-51.33286873694531,-62.328133,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2335057.flac,real,train
2.156625,-25.69972680723145,-78.8042,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2386039.flac,real,train
2.1770624999999995,-15.41980436282692,-72.718445,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2407353.flac,real,train
2.0480624999999995,-14.449373565069347,-68.14165,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2486958.flac,real,train
1.8757500000000005,-16.55233422397293,-66.543976,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2610237.flac,real,train
2.1868124999999994,-24.008158886811582,-81.07611,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2698001.flac,real,train
2.271,-15.877440589082775,-56.662445,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2737588.flac,real,train
2.0341875000000007,-28.521530875176687,-68.06315,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2777160.flac,real,train
2.2591875,-19.678104861693576,-74.824135,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2801441.flac,real,train
1.524,-23.93853311921672,-63.72464,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2835258.flac,real,train
3.223125,-13.699227591534676,-61.84491,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2848593.flac,real,train
4.603500000000001,-9.98476142728049,-74.76295,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2869730.flac,real,train
3.0954375,-13.476175922697944,-70.21874,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_2992916.flac,real,train
2.7669375,-14.620978176440136,-75.694855,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3108269.flac,real,train
4.048687500000001,-10.246440959162827,-64.699524,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3121388.flac,real,train
0.5645625000000005,-78.67443953078471,-60.32521,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3127213.flac,real,train
1.453125,-30.51764023658232,-65.502815,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3315434.flac,real,train
2.3638125000000008,-17.870308229697237,-57.49872,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3317496.flac,real,train
3.1318125,-10.59613893146386,-67.542984,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3387982.flac,real,train
3.5476875,-13.688433789442032,-63.833572,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3465801.flac,real,train
3.1239375,-11.436745574491264,-73.95976,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3505297.flac,real,train
1.9769999999999996,-24.879199621046,-71.31796,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3518487.flac,real,train
3.706125,-8.735809435122171,-71.59783,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3555171.flac,real,train
2.4337500000000007,-15.608416487719731,-69.06414,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3595333.flac,real,train
4.1356875,-9.078858695330531,-81.848526,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3626619.flac,real,train
2.439187499999999,-17.706317734196052,-70.14239,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3725354.flac,real,train
3.6871875,-14.823048796931907,-74.30729,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3772667.flac,real,train
2.328375,-13.824924946426156,-70.189995,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3840528.flac,real,train
1.5028125000000008,-22.82913336108076,-70.786354,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_3877261.flac,real,train
1.1563124999999996,-32.843471514925746,-61.025345,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4077869.flac,real,train
3.5784375,-12.155361098498592,-68.66336,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4104820.flac,real,train
3.0841875,-17.377956880093407,-66.147484,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4105004.flac,real,train
2.097375,-20.16070719042628,-63.93186,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4111857.flac,real,train
1.1349374999999997,-42.22839626572252,-70.66764,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4140258.flac,real,train
2.6368125,-14.75779185440144,-62.727165,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4176612.flac,real,train
2.8950000000000005,-18.525050451640453,-71.09555,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4356490.flac,real,train
1.7699999999999996,-21.92552717546064,-69.22746,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4369654.flac,real,train
1.3732499999999996,-21.6239365844629,-77.49565,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4397800.flac,real,train
2.8029375,-15.625520380305066,-65.973785,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4584120.flac,real,train
2.1635625000000003,-17.288172405186547,-66.921936,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_4904277.flac,real,train
1.6721249999999992,-17.53944793595592,-61.29512,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5052270.flac,real,train
2.010375,-16.46868926456618,-68.893814,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5058278.flac,real,train
2.036625,-25.238622829337103,-72.48181,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5064135.flac,real,train
3.4408125,-16.27456810410278,-77.57022,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5079307.flac,real,train
1.472625,-28.817541751709356,-73.81491,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5100132.flac,real,train
1.6016250000000003,-43.144330292104826,-64.095276,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5134869.flac,real,train
1.913625,-15.05822692877722,-74.65988,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5180830.flac,real,train
1.1520000000000004,-45.93481851299609,-73.1759,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5223695.flac,real,train
3.7303125000000006,-15.143967253020762,-65.26326,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5250310.flac,real,train
2.22675,-15.45746803903354,-71.80955,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5264471.flac,real,train
1.904250000000001,-29.55302639122582,-70.57128,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5266787.flac,real,train
2.7560625,-10.903475357123902,-72.67747,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5359998.flac,real,train
2.8520625,-18.496341963149565,-69.14445,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5399126.flac,real,train
3.13875,-16.51374548195115,-68.45089,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5404480.flac,real,train
0.8516250000000003,-53.69597275233389,-76.51632,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5774498.flac,real,train
2.79825,-8.629355242082067,-66.91345,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5866595.flac,real,train
3.2527500000000007,-15.583355208385274,-72.067474,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5891775.flac,real,train
2.9885625,-14.697016495204934,-67.03695,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5913109.flac,real,train
2.4195,-21.11176650365,-75.468285,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_5994708.flac,real,train
0.6571874999999998,-79.44552348143701,-62.3295,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6078217.flac,real,train
1.5481874999999996,-25.52419505190017,-69.777824,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6093418.flac,real,train
1.3068750000000005,-29.20478785014821,-73.531876,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6306026.flac,real,train
1.2063750000000002,-42.11763896222972,-73.91213,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6328130.flac,real,train
3.1423125,-13.429911377149566,-73.81522,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6356279.flac,real,train
2.5417500000000004,-13.742471610962294,-70.862404,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6462285.flac,real,train
1.8329999999999995,-22.671332090010868,-59.609077,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6474082.flac,real,train
1.9603125,-16.839541210800036,-58.451492,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6631167.flac,real,train
0.7250625000000008,-75.74719382463819,-62.981194,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_6856715.flac,real,train
2.0323125000000006,-21.42089928739405,-65.56953,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7015765.flac,real,train
1.0955625,-37.441577058940254,-65.62783,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7020265.flac,real,train
2.4615,-21.46934263819441,-77.81917,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7039518.flac,real,train
1.2536250000000009,-41.1184427114768,-67.18203,dataset/raw/LA\ASVspoof2019_LA_train/flac\LA_T_7090581.flac,real,train
